Date_Submitted,Cx_quinquefasciatus_fem,TRAPID,LOCATION
7/25/2019,8,CW100,11210 SW 11 St
8/1/2019,10,CW100,11210 SW 11 St
8/8/2019,10,CW100,11210 SW 11 St
8/22/2019,17,CW100,11210 SW 11 St
9/12/2019,27,CW100,11210 SW 11 St
9/19/2019,15,CW100,11210 SW 11 St
9/26/2019,5,CW100,11210 SW 11 St
10/3/2019,17,CW100,11210 SW 11 St
10/10/2019,8,CW100,11210 SW 11 St
10/18/2019,5,CW100,11210 SW 11 St
10/24/2019,14,CW100,11210 SW 11 St
10/31/2019,15,CW100,11210 SW 11 St
11/7/2019,5,CW100,11210 SW 11 St
11/15/2019,7,CW100,11210 SW 11 St
11/21/2019,4,CW100,11210 SW 11 St
12/5/2019,38,CW100,11210 SW 11 St
12/27/2019,1,CW100,11210 SW 11 St
1/3/2020,3,CW100,11210 SW 11 St
1/9/2020,2,CW100,11210 SW 11 St
1/16/2020,1,CW100,11210 SW 11 St
1/30/2020,3,CW100,11210 SW 11 St
2/6/2020,2,CW100,11210 SW 11 St
2/21/2020,10,CW100,11210 SW 11 St
2/28/2020,7,CW100,11210 SW 11 St
3/5/2020,2,CW100,11210 SW 11 St
3/19/2020,24,CW100,11210 SW 11 St
3/26/2020,34,CW100,11210 SW 11 St
4/2/2020,88,CW100,11210 SW 11 St
4/9/2020,5,CW100,11210 SW 11 St
4/16/2020,7,CW100,11210 SW 11 St
4/23/2020,32,CW100,11210 SW 11 St
4/30/2020,60,CW100,11210 SW 11 St
5/7/2020,27,CW100,11210 SW 11 St
5/14/2020,34,CW100,11210 SW 11 St
5/21/2020,35,CW100,11210 SW 11 St
5/29/2020,20,CW100,11210 SW 11 St
6/11/2020,25,CW100,11210 SW 11 St
6/25/2020,12,CW100,11210 SW 11 St
7/9/2020,4,CW100,11210 SW 11 St
7/16/2020,3,CW100,11210 SW 11 St
7/23/2020,1,CW100,11210 SW 11 St
8/6/2020,1,CW100,11210 SW 11 St
8/13/2020,2,CW100,11210 SW 11 St
8/28/2020,8,CW100,11210 SW 11 St
9/3/2020,3,CW100,11210 SW 11 St
9/11/2020,2,CW100,11210 SW 11 St
9/24/2020,7,CW100,11210 SW 11 St
10/1/2020,1,CW100,11210 SW 11 St
10/16/2020,3,CW100,11210 SW 11 St
10/29/2020,5,CW100,11210 SW 11 St
11/5/2020,3,CW100,11210 SW 11 St
11/19/2020,15,CW100,11210 SW 11 St
12/3/2020,23,CW100,11210 SW 11 St
12/10/2020,9,CW100,11210 SW 11 St
12/17/2020,13,CW100,11210 SW 11 St
12/24/2020,4,CW100,11210 SW 11 St
1/7/2021,15,CW100,11210 SW 11 St
1/14/2021,17,CW100,11210 SW 11 St
1/22/2021,15,CW100,11210 SW 11 St
1/28/2021,22,CW100,11210 SW 11 St
2/11/2021,3,CW100,11210 SW 11 St
2/19/2021,2,CW100,11210 SW 11 St
2/25/2021,26,CW100,11210 SW 11 St
3/4/2021,4,CW100,11210 SW 11 St
3/11/2021,19,CW100,11210 SW 11 St
3/18/2021,3,CW100,11210 SW 11 St
3/25/2021,14,CW100,11210 SW 11 St
4/1/2021,1,CW100,11210 SW 11 St
4/15/2021,27,CW100,11210 SW 11 St
4/22/2021,23,CW100,11210 SW 11 St
4/29/2021,48,CW100,11210 SW 11 St
5/6/2021,6,CW100,11210 SW 11 St
5/13/2021,15,CW100,11210 SW 11 St
5/20/2021,2,CW100,11210 SW 11 St
5/27/2021,8,CW100,11210 SW 11 St
6/4/2021,3,CW100,11210 SW 11 St
6/10/2021,7,CW100,11210 SW 11 St
6/25/2021,1,CW100,11210 SW 11 St
7/1/2021,3,CW100,11210 SW 11 St
7/9/2021,7,CW100,11210 SW 11 St
7/29/2021,4,CW100,11210 SW 11 St
8/12/2021,2,CW100,11210 SW 11 St
8/19/2021,10,CW100,11210 SW 11 St
8/26/2021,1,CW100,11210 SW 11 St
9/2/2021,1,CW100,11210 SW 11 St
10/7/2021,1,CW100,11210 SW 11 St
10/21/2021,6,CW100,11210 SW 11 St
7/19/2018,3,CW101,1300 Campo Sano Ave
7/26/2018,36,CW101,1300 Campo Sano Ave
8/2/2018,5,CW101,1300 Campo Sano Ave
8/9/2018,1,CW101,1300 Campo Sano Ave
8/16/2018,8,CW101,1300 Campo Sano Ave
8/23/2018,3,CW101,1300 Campo Sano Ave
8/30/2018,4,CW101,1300 Campo Sano Ave
9/7/2018,4,CW101,1300 Campo Sano Ave
9/14/2018,10,CW101,1300 Campo Sano Ave
9/28/2018,6,CW101,1300 Campo Sano Ave
10/5/2018,4,CW101,1300 Campo Sano Ave
10/12/2018,7,CW101,1300 Campo Sano Ave
10/16/2018,38,CW101,1300 Campo Sano Ave
10/25/2018,30,CW101,1300 Campo Sano Ave
11/1/2018,28,CW101,1300 Campo Sano Ave
11/16/2018,35,CW101,1300 Campo Sano Ave
11/29/2018,31,CW101,1300 Campo Sano Ave
12/6/2018,204,CW101,1300 Campo Sano Ave
12/13/2018,3,CW101,1300 Campo Sano Ave
12/20/2018,12,CW101,1300 Campo Sano Ave
1/10/2019,85,CW101,1300 Campo Sano Ave
1/17/2019,157,CW101,1300 Campo Sano Ave
1/25/2019,5,CW101,1300 Campo Sano Ave
1/31/2019,1,CW101,1300 Campo Sano Ave
2/7/2019,29,CW101,1300 Campo Sano Ave
2/14/2019,20,CW101,1300 Campo Sano Ave
2/22/2019,47,CW101,1300 Campo Sano Ave
3/1/2019,20,CW101,1300 Campo Sano Ave
3/7/2019,10,CW101,1300 Campo Sano Ave
3/14/2019,6,CW101,1300 Campo Sano Ave
3/21/2019,144,CW101,1300 Campo Sano Ave
3/28/2019,156,CW101,1300 Campo Sano Ave
4/4/2019,71,CW101,1300 Campo Sano Ave
4/12/2019,48,CW101,1300 Campo Sano Ave
4/18/2019,32,CW101,1300 Campo Sano Ave
4/25/2019,100,CW101,1300 Campo Sano Ave
5/2/2019,62,CW101,1300 Campo Sano Ave
5/9/2019,10,CW101,1300 Campo Sano Ave
5/16/2019,5,CW101,1300 Campo Sano Ave
5/23/2019,10,CW101,1300 Campo Sano Ave
5/31/2019,33,CW101,1300 Campo Sano Ave
6/6/2019,30,CW101,1300 Campo Sano Ave
6/13/2019,2,CW101,1300 Campo Sano Ave
6/20/2019,4,CW101,1300 Campo Sano Ave
6/27/2019,10,CW101,1300 Campo Sano Ave
7/11/2019,2,CW101,1300 Campo Sano Ave
7/18/2019,6,CW101,1300 Campo Sano Ave
8/1/2019,28,CW101,1300 Campo Sano Ave
8/8/2019,1,CW101,1300 Campo Sano Ave
8/22/2019,4,CW101,1300 Campo Sano Ave
9/12/2019,10,CW101,1300 Campo Sano Ave
9/19/2019,10,CW101,1300 Campo Sano Ave
9/26/2019,9,CW101,1300 Campo Sano Ave
10/3/2019,5,CW101,1300 Campo Sano Ave
10/18/2019,5,CW101,1300 Campo Sano Ave
10/24/2019,9,CW101,1300 Campo Sano Ave
11/7/2019,3,CW101,1300 Campo Sano Ave
11/15/2019,1,CW101,1300 Campo Sano Ave
11/21/2019,72,CW101,1300 Campo Sano Ave
12/5/2019,32,CW101,1300 Campo Sano Ave
12/19/2019,12,CW101,1300 Campo Sano Ave
12/27/2019,9,CW101,1300 Campo Sano Ave
1/3/2020,7,CW101,1300 Campo Sano Ave
1/9/2020,5,CW101,1300 Campo Sano Ave
1/16/2020,14,CW101,1300 Campo Sano Ave
1/24/2020,1,CW101,1300 Campo Sano Ave
1/30/2020,11,CW101,1300 Campo Sano Ave
2/6/2020,71,CW101,1300 Campo Sano Ave
2/13/2020,3,CW101,1300 Campo Sano Ave
2/21/2020,10,CW101,1300 Campo Sano Ave
3/5/2020,19,CW101,1300 Campo Sano Ave
3/12/2020,20,CW101,1300 Campo Sano Ave
3/19/2020,29,CW101,1300 Campo Sano Ave
3/26/2020,13,CW101,1300 Campo Sano Ave
4/2/2020,68,CW101,1300 Campo Sano Ave
4/9/2020,14,CW101,1300 Campo Sano Ave
4/16/2020,6,CW101,1300 Campo Sano Ave
4/23/2020,7,CW101,1300 Campo Sano Ave
4/30/2020,32,CW101,1300 Campo Sano Ave
5/7/2020,4,CW101,1300 Campo Sano Ave
5/14/2020,11,CW101,1300 Campo Sano Ave
5/21/2020,15,CW101,1300 Campo Sano Ave
5/29/2020,4,CW101,1300 Campo Sano Ave
6/11/2020,11,CW101,1300 Campo Sano Ave
6/25/2020,16,CW101,1300 Campo Sano Ave
7/2/2020,1,CW101,1300 Campo Sano Ave
7/9/2020,1,CW101,1300 Campo Sano Ave
7/16/2020,36,CW101,1300 Campo Sano Ave
7/30/2020,29,CW101,1300 Campo Sano Ave
8/13/2020,5,CW101,1300 Campo Sano Ave
8/20/2020,1,CW101,1300 Campo Sano Ave
8/28/2020,4,CW101,1300 Campo Sano Ave
9/3/2020,18,CW101,1300 Campo Sano Ave
9/24/2020,10,CW101,1300 Campo Sano Ave
10/1/2020,8,CW101,1300 Campo Sano Ave
10/8/2020,11,CW101,1300 Campo Sano Ave
10/16/2020,27,CW101,1300 Campo Sano Ave
10/23/2020,6,CW101,1300 Campo Sano Ave
11/5/2020,25,CW101,1300 Campo Sano Ave
11/19/2020,10,CW101,1300 Campo Sano Ave
12/3/2020,58,CW101,1300 Campo Sano Ave
12/17/2020,45,CW101,1300 Campo Sano Ave
12/24/2020,27,CW101,1300 Campo Sano Ave
12/31/2020,11,CW101,1300 Campo Sano Ave
1/7/2021,64,CW101,1300 Campo Sano Ave
1/14/2021,39,CW101,1300 Campo Sano Ave
1/22/2021,51,CW101,1300 Campo Sano Ave
1/28/2021,24,CW101,1300 Campo Sano Ave
2/11/2021,97,CW101,1300 Campo Sano Ave
2/25/2021,3,CW101,1300 Campo Sano Ave
3/4/2021,162,CW101,1300 Campo Sano Ave
3/11/2021,204,CW101,1300 Campo Sano Ave
3/18/2021,7,CW101,1300 Campo Sano Ave
3/25/2021,11,CW101,1300 Campo Sano Ave
4/1/2021,10,CW101,1300 Campo Sano Ave
4/8/2021,42,CW101,1300 Campo Sano Ave
4/15/2021,9,CW101,1300 Campo Sano Ave
4/22/2021,43,CW101,1300 Campo Sano Ave
4/29/2021,124,CW101,1300 Campo Sano Ave
5/6/2021,10,CW101,1300 Campo Sano Ave
5/13/2021,31,CW101,1300 Campo Sano Ave
5/20/2021,33,CW101,1300 Campo Sano Ave
5/27/2021,244,CW101,1300 Campo Sano Ave
6/4/2021,1,CW101,1300 Campo Sano Ave
6/10/2021,40,CW101,1300 Campo Sano Ave
6/25/2021,2,CW101,1300 Campo Sano Ave
7/9/2021,2,CW101,1300 Campo Sano Ave
7/15/2021,7,CW101,1300 Campo Sano Ave
8/5/2021,11,CW101,1300 Campo Sano Ave
8/12/2021,11,CW101,1300 Campo Sano Ave
8/19/2021,22,CW101,1300 Campo Sano Ave
8/26/2021,5,CW101,1300 Campo Sano Ave
9/10/2021,10,CW101,1300 Campo Sano Ave
9/30/2021,4,CW101,1300 Campo Sano Ave
10/15/2021,4,CW101,1300 Campo Sano Ave
10/21/2021,22,CW101,1300 Campo Sano Ave
7/19/2018,1,CW102,1311 Miller Dr
7/26/2018,9,CW102,1311 Miller Dr
7/31/2018,5,CW102,1311 Miller Dr
8/9/2018,1,CW102,1311 Miller Dr
8/30/2018,1,CW102,1311 Miller Dr
9/21/2018,1,CW102,1311 Miller Dr
9/28/2018,5,CW102,1311 Miller Dr
10/18/2018,2,CW102,1311 Miller Dr
10/25/2018,1,CW102,1311 Miller Dr
11/1/2018,1,CW102,1311 Miller Dr
11/16/2018,4,CW102,1311 Miller Dr
11/29/2018,7,CW102,1311 Miller Dr
12/6/2018,8,CW102,1311 Miller Dr
12/13/2018,2,CW102,1311 Miller Dr
1/10/2019,5,CW102,1311 Miller Dr
1/17/2019,3,CW102,1311 Miller Dr
2/14/2019,3,CW102,1311 Miller Dr
2/22/2019,1,CW102,1311 Miller Dr
3/14/2019,4,CW102,1311 Miller Dr
3/28/2019,5,CW102,1311 Miller Dr
4/4/2019,1,CW102,1311 Miller Dr
4/12/2019,1,CW102,1311 Miller Dr
4/18/2019,1,CW102,1311 Miller Dr
4/25/2019,2,CW102,1311 Miller Dr
5/16/2019,3,CW102,1311 Miller Dr
5/23/2019,3,CW102,1311 Miller Dr
5/31/2019,4,CW102,1311 Miller Dr
6/13/2019,1,CW102,1311 Miller Dr
6/27/2019,4,CW102,1311 Miller Dr
7/3/2019,1,CW102,1311 Miller Dr
7/25/2019,1,CW102,1311 Miller Dr
9/12/2019,1,CW102,1311 Miller Dr
10/3/2019,1,CW102,1311 Miller Dr
10/24/2019,2,CW102,1311 Miller Dr
10/31/2019,16,CW102,1311 Miller Dr
11/7/2019,1,CW102,1311 Miller Dr
12/5/2019,1,CW102,1311 Miller Dr
12/12/2019,20,CW102,1311 Miller Dr
12/19/2019,6,CW102,1311 Miller Dr
12/27/2019,3,CW102,1311 Miller Dr
1/3/2020,1,CW102,1311 Miller Dr
1/9/2020,160,CW102,1311 Miller Dr
1/16/2020,9,CW102,1311 Miller Dr
1/30/2020,3,CW102,1311 Miller Dr
2/6/2020,8,CW102,1311 Miller Dr
2/21/2020,3,CW102,1311 Miller Dr
3/5/2020,4,CW102,1311 Miller Dr
3/12/2020,3,CW102,1311 Miller Dr
3/19/2020,23,CW102,1311 Miller Dr
3/26/2020,21,CW102,1311 Miller Dr
4/2/2020,1,CW102,1311 Miller Dr
4/9/2020,8,CW102,1311 Miller Dr
4/16/2020,4,CW102,1311 Miller Dr
4/23/2020,4,CW102,1311 Miller Dr
5/14/2020,8,CW102,1311 Miller Dr
5/21/2020,11,CW102,1311 Miller Dr
5/29/2020,6,CW102,1311 Miller Dr
6/11/2020,2,CW102,1311 Miller Dr
6/18/2020,4,CW102,1311 Miller Dr
6/25/2020,3,CW102,1311 Miller Dr
7/2/2020,1,CW102,1311 Miller Dr
7/30/2020,2,CW102,1311 Miller Dr
9/24/2020,4,CW102,1311 Miller Dr
10/8/2020,1,CW102,1311 Miller Dr
10/16/2020,1,CW102,1311 Miller Dr
10/23/2020,1,CW102,1311 Miller Dr
10/29/2020,2,CW102,1311 Miller Dr
11/19/2020,4,CW102,1311 Miller Dr
12/3/2020,1,CW102,1311 Miller Dr
12/10/2020,1,CW102,1311 Miller Dr
12/17/2020,1,CW102,1311 Miller Dr
12/24/2020,1,CW102,1311 Miller Dr
1/7/2021,11,CW102,1311 Miller Dr
1/14/2021,7,CW102,1311 Miller Dr
1/22/2021,7,CW102,1311 Miller Dr
2/11/2021,11,CW102,1311 Miller Dr
2/19/2021,18,CW102,1311 Miller Dr
2/25/2021,1,CW102,1311 Miller Dr
3/4/2021,10,CW102,1311 Miller Dr
3/11/2021,2,CW102,1311 Miller Dr
3/18/2021,5,CW102,1311 Miller Dr
4/1/2021,9,CW102,1311 Miller Dr
4/8/2021,1,CW102,1311 Miller Dr
4/15/2021,12,CW102,1311 Miller Dr
4/22/2021,3,CW102,1311 Miller Dr
5/6/2021,3,CW102,1311 Miller Dr
5/13/2021,12,CW102,1311 Miller Dr
5/20/2021,10,CW102,1311 Miller Dr
5/27/2021,70,CW102,1311 Miller Dr
6/4/2021,1,CW102,1311 Miller Dr
6/25/2021,4,CW102,1311 Miller Dr
7/9/2021,1,CW102,1311 Miller Dr
7/15/2021,3,CW102,1311 Miller Dr
7/29/2021,1,CW102,1311 Miller Dr
8/5/2021,1,CW102,1311 Miller Dr
8/12/2021,2,CW102,1311 Miller Dr
9/2/2021,1,CW102,1311 Miller Dr
10/7/2021,1,CW102,1311 Miller Dr
10/15/2021,3,CW102,1311 Miller Dr
10/21/2021,4,CW102,1311 Miller Dr
7/19/2018,1,CW104,12400 SW 152 St
9/14/2018,1,CW104,12400 SW 152 St
10/5/2018,1,CW104,12400 SW 152 St
10/12/2018,1,CW104,12400 SW 152 St
10/18/2018,1,CW104,12400 SW 152 St
11/1/2018,5,CW104,12400 SW 152 St
11/29/2018,18,CW104,12400 SW 152 St
12/6/2018,10,CW104,12400 SW 152 St
1/17/2019,11,CW104,12400 SW 152 St
1/31/2019,6,CW104,12400 SW 152 St
2/7/2019,5,CW104,12400 SW 152 St
2/22/2019,7,CW104,12400 SW 152 St
3/1/2019,7,CW104,12400 SW 152 St
3/7/2019,28,CW104,12400 SW 152 St
3/14/2019,4,CW104,12400 SW 152 St
3/21/2019,5,CW104,12400 SW 152 St
4/12/2019,11,CW104,12400 SW 152 St
4/18/2019,17,CW104,12400 SW 152 St
4/25/2019,5,CW104,12400 SW 152 St
5/2/2019,22,CW104,12400 SW 152 St
5/9/2019,68,CW104,12400 SW 152 St
5/16/2019,1,CW104,12400 SW 152 St
6/6/2019,1,CW104,12400 SW 152 St
6/20/2019,8,CW104,12400 SW 152 St
7/3/2019,1,CW104,12400 SW 152 St
7/25/2019,1,CW104,12400 SW 152 St
8/1/2019,3,CW104,12400 SW 152 St
8/8/2019,1,CW104,12400 SW 152 St
9/12/2019,1,CW104,12400 SW 152 St
9/19/2019,4,CW104,12400 SW 152 St
10/3/2019,5,CW104,12400 SW 152 St
10/24/2019,3,CW104,12400 SW 152 St
10/31/2019,1,CW104,12400 SW 152 St
11/21/2019,1,CW104,12400 SW 152 St
12/5/2019,1,CW104,12400 SW 152 St
12/12/2019,3,CW104,12400 SW 152 St
1/9/2020,2,CW104,12400 SW 152 St
1/16/2020,1,CW104,12400 SW 152 St
1/24/2020,8,CW104,12400 SW 152 St
1/30/2020,2,CW104,12400 SW 152 St
2/6/2020,3,CW104,12400 SW 152 St
2/13/2020,4,CW104,12400 SW 152 St
2/21/2020,3,CW104,12400 SW 152 St
2/28/2020,5,CW104,12400 SW 152 St
3/5/2020,6,CW104,12400 SW 152 St
3/12/2020,3,CW104,12400 SW 152 St
3/19/2020,8,CW104,12400 SW 152 St
4/2/2020,6,CW104,12400 SW 152 St
4/9/2020,1,CW104,12400 SW 152 St
6/4/2020,1,CW104,12400 SW 152 St
6/11/2020,1,CW104,12400 SW 152 St
6/25/2020,4,CW104,12400 SW 152 St
8/13/2020,2,CW104,12400 SW 152 St
8/28/2020,15,CW104,12400 SW 152 St
9/24/2020,1,CW104,12400 SW 152 St
10/16/2020,5,CW104,12400 SW 152 St
11/5/2020,5,CW104,12400 SW 152 St
12/3/2020,1,CW104,12400 SW 152 St
12/10/2020,1,CW104,12400 SW 152 St
1/7/2021,2,CW104,12400 SW 152 St
1/14/2021,2,CW104,12400 SW 152 St
1/22/2021,6,CW104,12400 SW 152 St
1/28/2021,2,CW104,12400 SW 152 St
2/4/2021,6,CW104,12400 SW 152 St
2/11/2021,1,CW104,12400 SW 152 St
2/19/2021,3,CW104,12400 SW 152 St
2/25/2021,3,CW104,12400 SW 152 St
3/4/2021,5,CW104,12400 SW 152 St
3/18/2021,10,CW104,12400 SW 152 St
3/25/2021,7,CW104,12400 SW 152 St
4/1/2021,9,CW104,12400 SW 152 St
4/8/2021,13,CW104,12400 SW 152 St
4/15/2021,3,CW104,12400 SW 152 St
5/6/2021,11,CW104,12400 SW 152 St
5/13/2021,2,CW104,12400 SW 152 St
6/10/2021,29,CW104,12400 SW 152 St
7/9/2021,2,CW104,12400 SW 152 St
7/29/2021,7,CW104,12400 SW 152 St
9/23/2021,2,CW104,12400 SW 152 St
4/19/2017,17,CW72,90 Sevilla Ave
4/27/2017,3,CW72,90 Sevilla Ave
5/4/2017,12,CW72,90 Sevilla Ave
5/11/2017,70,CW72,90 Sevilla Ave
5/18/2017,54,CW72,90 Sevilla Ave
5/25/2017,9,CW72,90 Sevilla Ave
6/2/2017,19,CW72,90 Sevilla Ave
6/15/2017,22,CW72,90 Sevilla Ave
6/22/2017,6,CW72,90 Sevilla Ave
6/29/2017,3,CW72,90 Sevilla Ave
7/6/2017,22,CW72,90 Sevilla Ave
7/13/2017,1,CW72,90 Sevilla Ave
7/20/2017,3,CW72,90 Sevilla Ave
7/27/2017,4,CW72,90 Sevilla Ave
8/3/2017,19,CW72,90 Sevilla Ave
8/10/2017,7,CW72,90 Sevilla Ave
8/17/2017,6,CW72,90 Sevilla Ave
8/24/2017,1,CW72,90 Sevilla Ave
8/31/2017,4,CW72,90 Sevilla Ave
9/19/2017,13,CW72,90 Sevilla Ave
9/28/2017,3,CW72,90 Sevilla Ave
10/5/2017,5,CW72,90 Sevilla Ave
10/13/2017,4,CW72,90 Sevilla Ave
10/19/2017,29,CW72,90 Sevilla Ave
10/26/2017,117,CW72,90 Sevilla Ave
11/2/2017,73,CW72,90 Sevilla Ave
11/9/2017,10,CW72,90 Sevilla Ave
11/16/2017,34,CW72,90 Sevilla Ave
11/30/2017,5,CW72,90 Sevilla Ave
12/7/2017,2,CW72,90 Sevilla Ave
12/14/2017,2,CW72,90 Sevilla Ave
12/22/2017,7,CW72,90 Sevilla Ave
12/29/2017,135,CW72,90 Sevilla Ave
1/5/2018,97,CW72,90 Sevilla Ave
1/11/2018,34,CW72,90 Sevilla Ave
1/19/2018,48,CW72,90 Sevilla Ave
2/1/2018,190,CW72,90 Sevilla Ave
2/8/2018,140,CW72,90 Sevilla Ave
2/15/2018,75,CW72,90 Sevilla Ave
2/23/2018,102,CW72,90 Sevilla Ave
3/1/2018,123,CW72,90 Sevilla Ave
3/8/2018,402,CW72,90 Sevilla Ave
3/15/2018,616,CW72,90 Sevilla Ave
3/22/2018,440,CW72,90 Sevilla Ave
3/29/2018,219,CW72,90 Sevilla Ave
4/5/2018,240,CW72,90 Sevilla Ave
4/13/2018,90,CW72,90 Sevilla Ave
4/19/2018,30,CW72,90 Sevilla Ave
4/26/2018,27,CW72,90 Sevilla Ave
5/3/2018,25,CW72,90 Sevilla Ave
5/10/2018,30,CW72,90 Sevilla Ave
5/17/2018,8,CW72,90 Sevilla Ave
5/24/2018,7,CW72,90 Sevilla Ave
6/1/2018,14,CW72,90 Sevilla Ave
6/7/2018,17,CW72,90 Sevilla Ave
6/14/2018,2,CW72,90 Sevilla Ave
6/21/2018,8,CW72,90 Sevilla Ave
6/28/2018,1,CW72,90 Sevilla Ave
7/6/2018,5,CW72,90 Sevilla Ave
7/12/2018,4,CW72,90 Sevilla Ave
7/19/2018,4,CW72,90 Sevilla Ave
7/26/2018,2,CW72,90 Sevilla Ave
8/2/2018,7,CW72,90 Sevilla Ave
8/9/2018,3,CW72,90 Sevilla Ave
8/16/2018,6,CW72,90 Sevilla Ave
8/23/2018,5,CW72,90 Sevilla Ave
8/30/2018,4,CW72,90 Sevilla Ave
9/7/2018,10,CW72,90 Sevilla Ave
9/14/2018,2,CW72,90 Sevilla Ave
9/21/2018,19,CW72,90 Sevilla Ave
9/28/2018,4,CW72,90 Sevilla Ave
10/5/2018,12,CW72,90 Sevilla Ave
10/12/2018,7,CW72,90 Sevilla Ave
10/25/2018,14,CW72,90 Sevilla Ave
11/1/2018,11,CW72,90 Sevilla Ave
11/8/2018,11,CW72,90 Sevilla Ave
11/16/2018,22,CW72,90 Sevilla Ave
11/29/2018,26,CW72,90 Sevilla Ave
12/6/2018,112,CW72,90 Sevilla Ave
12/13/2018,87,CW72,90 Sevilla Ave
12/20/2018,62,CW72,90 Sevilla Ave
1/10/2019,56,CW72,90 Sevilla Ave
1/17/2019,325,CW72,90 Sevilla Ave
1/25/2019,38,CW72,90 Sevilla Ave
1/31/2019,11,CW72,90 Sevilla Ave
2/7/2019,152,CW72,90 Sevilla Ave
2/14/2019,33,CW72,90 Sevilla Ave
2/22/2019,72,CW72,90 Sevilla Ave
3/1/2019,25,CW72,90 Sevilla Ave
3/7/2019,102,CW72,90 Sevilla Ave
3/14/2019,22,CW72,90 Sevilla Ave
3/21/2019,56,CW72,90 Sevilla Ave
3/28/2019,62,CW72,90 Sevilla Ave
4/4/2019,23,CW72,90 Sevilla Ave
4/12/2019,2,CW72,90 Sevilla Ave
4/18/2019,7,CW72,90 Sevilla Ave
4/25/2019,14,CW72,90 Sevilla Ave
5/2/2019,7,CW72,90 Sevilla Ave
5/9/2019,2,CW72,90 Sevilla Ave
5/16/2019,7,CW72,90 Sevilla Ave
5/23/2019,13,CW72,90 Sevilla Ave
5/31/2019,28,CW72,90 Sevilla Ave
6/6/2019,2,CW72,90 Sevilla Ave
6/13/2019,11,CW72,90 Sevilla Ave
7/3/2019,6,CW72,90 Sevilla Ave
7/18/2019,2,CW72,90 Sevilla Ave
8/8/2019,4,CW72,90 Sevilla Ave
8/29/2019,11,CW72,90 Sevilla Ave
9/6/2019,10,CW72,90 Sevilla Ave
9/12/2019,1,CW72,90 Sevilla Ave
9/19/2019,1,CW72,90 Sevilla Ave
10/18/2019,2,CW72,90 Sevilla Ave
10/24/2019,12,CW72,90 Sevilla Ave
11/7/2019,3,CW72,90 Sevilla Ave
11/15/2019,8,CW72,90 Sevilla Ave
11/21/2019,4,CW72,90 Sevilla Ave
12/5/2019,17,CW72,90 Sevilla Ave
12/19/2019,9,CW72,90 Sevilla Ave
12/27/2019,12,CW72,90 Sevilla Ave
1/3/2020,1,CW72,90 Sevilla Ave
1/9/2020,27,CW72,90 Sevilla Ave
1/16/2020,29,CW72,90 Sevilla Ave
1/24/2020,15,CW72,90 Sevilla Ave
1/30/2020,9,CW72,90 Sevilla Ave
2/6/2020,10,CW72,90 Sevilla Ave
2/13/2020,6,CW72,90 Sevilla Ave
2/21/2020,1,CW72,90 Sevilla Ave
2/28/2020,20,CW72,90 Sevilla Ave
3/5/2020,9,CW72,90 Sevilla Ave
3/12/2020,2,CW72,90 Sevilla Ave
3/19/2020,25,CW72,90 Sevilla Ave
3/26/2020,2,CW72,90 Sevilla Ave
4/2/2020,320,CW72,90 Sevilla Ave
4/9/2020,70,CW72,90 Sevilla Ave
4/16/2020,4,CW72,90 Sevilla Ave
4/23/2020,1,CW72,90 Sevilla Ave
4/30/2020,5,CW72,90 Sevilla Ave
5/7/2020,2,CW72,90 Sevilla Ave
5/14/2020,120,CW72,90 Sevilla Ave
5/21/2020,12,CW72,90 Sevilla Ave
5/29/2020,39,CW72,90 Sevilla Ave
6/11/2020,55,CW72,90 Sevilla Ave
6/18/2020,3,CW72,90 Sevilla Ave
6/25/2020,20,CW72,90 Sevilla Ave
7/2/2020,4,CW72,90 Sevilla Ave
7/9/2020,9,CW72,90 Sevilla Ave
7/16/2020,4,CW72,90 Sevilla Ave
7/23/2020,3,CW72,90 Sevilla Ave
7/30/2020,2,CW72,90 Sevilla Ave
8/13/2020,8,CW72,90 Sevilla Ave
8/20/2020,5,CW72,90 Sevilla Ave
8/28/2020,1,CW72,90 Sevilla Ave
9/11/2020,5,CW72,90 Sevilla Ave
9/17/2020,1,CW72,90 Sevilla Ave
9/24/2020,1,CW72,90 Sevilla Ave
10/1/2020,4,CW72,90 Sevilla Ave
10/8/2020,4,CW72,90 Sevilla Ave
10/23/2020,2,CW72,90 Sevilla Ave
10/29/2020,2,CW72,90 Sevilla Ave
11/5/2020,2,CW72,90 Sevilla Ave
11/19/2020,13,CW72,90 Sevilla Ave
12/10/2020,2,CW72,90 Sevilla Ave
12/24/2020,2,CW72,90 Sevilla Ave
12/31/2020,7,CW72,90 Sevilla Ave
1/7/2021,3,CW72,90 Sevilla Ave
1/14/2021,13,CW72,90 Sevilla Ave
1/22/2021,24,CW72,90 Sevilla Ave
1/28/2021,20,CW72,90 Sevilla Ave
2/4/2021,27,CW72,90 Sevilla Ave
2/11/2021,9,CW72,90 Sevilla Ave
2/19/2021,28,CW72,90 Sevilla Ave
2/25/2021,6,CW72,90 Sevilla Ave
3/4/2021,14,CW72,90 Sevilla Ave
3/11/2021,7,CW72,90 Sevilla Ave
3/18/2021,84,CW72,90 Sevilla Ave
3/25/2021,69,CW72,90 Sevilla Ave
4/1/2021,78,CW72,90 Sevilla Ave
4/8/2021,120,CW72,90 Sevilla Ave
4/15/2021,2,CW72,90 Sevilla Ave
